CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"122,907",OH0250000,Franklin County Sheriff's Office,"1,213",0
"122,902",MNEQ00244,West Metro Drug Task Force,"109,553",
"122,892",PA015013A,"Chester County District Attorneys Office, West Chester, PA","15,739",
"122,886",PA0364500,Lancaster County Drug Task Force,"92,891",
"122,881",OH0770000,"Summit County Sheriff's Office, 53 University Ave., Akron, Oh 44308","250,130",
"122,880",COEQ00065,Front Range Task Force,"3,028",
"122,880",COEQ00065,Front Range Task Force,"13,711",
"122,880",COEQ00065,Front Range Task Force,"1,049",
"122,879",TX1560000,McMullen County Sheriff's Office,"1,223,072",
"122,873",OHCLP0056,Northern Ohio Law Enforcement Task Force (City of Cleveland),"46,349",
"122,854",OH0290000,Greene County Sheriff's Office,"93,525",
"122,849",WI0680002,WAUKESHA COUNTY METRO DRUG UNIT,498,0
"122,827",WI0370000,Marathon County Sheriff's Office,"11,863",
"122,827",WI0370000,Marathon County Sheriff's Office,"1,694",
"122,804",FLEQ00213,S.F.M.L.T.F,"102,205",
"122,784",AZ0000723,"City of Phoenix Police Department, Phoenix Arizona","11,998",
"122,767",AR0350000,Jefferson County Sheriff's Office,"5,124",
"122,744",NY0030600,Broome County SIU Task Force,"25,019",
"122,722",NY051013A,Suffolk County District Attorney,"10,000",0
"122,705",OH0231600,Fairfield-Hocking Major Crimes Unit,"23,000",
"122,644",MO0250100,"Cameron Police Department, Cameron Missouri","223,402",0
"122,629",GAGSP0000,Georgia Department of Public Safety,288,
"122,627",FLEQ00213,CITY OF CORAL GABLES,"216,033",
"122,604",OH0570000,Montgomery County Sheriff's Office,"25,000",
"122,496",MO0950000,St. Louis County Police Department,"58,372",0
"122,471",NY0060000,Chautauqua County DA Office 1 Erie Street Mayville NY 14757,808,
"122,447",OH0831900,Warren County Drug Task Force,"2,326",0
"122,435",WA0174600,Valley Narcotics Enforcement Team,"67,400",0
"122,416",GAGSP0000,Georgia State Patrol,"1,323",
"122,406",MN02700C1,Hennepin County Sheriffs Office,"50,000",
"122,338",OHCHLPD05,Northern Ohio Law Enforcement Task Force,"48,349",
"122,279",FL0520000,Pinellas County Sheriff's Office,"11,269",
"122,260",NJ013013A,County of Monmouth,"1,570",
"122,232",MN02700C1,Hennepin County Sheriff's Office - West Metro DTF,"50,000",
"122,206",MI6397807,Macomb Enforcement Team,"25,040",
"122,170",AKAST0200,ALASKA STATE TROOPERS,"6,137",
"122,162",WI0670000,Washington County Sheriff,"1,926",
"122,156",MOEQ00221,Regional Computer Crime EDU & ENF Group,"47,576",
"122,155",OHDEA0401,DEA,"4,740",0
"122,145",CO0230800,TRIDENT,"14,714",
"122,119",ARASP00ES,Arkansas State Police,"22,000",
"122,101",CA0190036,"County of Los Angeles, Sheriff's Department","3,872",
"122,083",NDTF99800,"Metro Area Narcotics Task Force, Bismarck ND","4,340",
"122,067",FL0060000,Broward Sheriff's Office,"19,164","27,709"
"122,032",OHO290001,Greene Cty ACE Task Force,"51,762",
"122,001",MI6397597,Oakland County Narcotics Enforcement Team,"6,382",
"122,000",MI6397597,Oakland County Narcotics Enforcement Team,"6,093",
"121,992",MI6397597,Oakland County Narcotics Enforcement Team,"28,866","2,441"
"121,939",FL0060000,Broward County Sheriff's Office,"5,882",
"121,938",FL0060000,Broward County Sheriff's Office,0,
"121,937",FL0060000,Broward County Sheriff's Office,"125,413",
"121,891",OH0250000,Franklin County Sheriff,"1,546",
"121,877",CO0340100,La Plata County Sheriff's Office - Southwest Drug Task Force,"11,337",
"121,864",FL0060000,"Broward County Sheriff's Office (Broward County, FL)","19,164","27,709"
"121,834",NY043013A,Rockland County,"327,918",
"121,811",TX0920400,"City of Kilgore, P. O. Box 990, Kilgore, TX  75663-0990","22,376",
"121,805",FL0060000,Broward County Sheriff's Office,"19,164","27,709"
"121,747",ARASP00ES,ASP/Special State Asset Forfeiture Fund,"29,170",
"121,726",FL0060000,Broward County Sheriff,"30,311",
"121,725",ARASP00ES,Arkansas State Police,"63,093",
"121,723",MI6397507,County of Macomb Enforcement Team,"25,040",
"121,719",FL0130200,Coral Gables Police Department,"25,768",
"121,715",FL0060300,Fort Lauderdale Police Department,"29,251",0
"121,715",FL0130200,Coral Gables Police Department,"34,602",0
"121,714",NJ003013A,Burlington County Prosecutor's Office,564,
"121,705",FL0060000,Broward County Sheriff's Office,"7,665","4,294"
"121,687",ARASP00ES,Arkansas State Police,"34,097",
"121,573",MI6397597,oakland county narcotics enforcement team,"30,299","2,441"
"121,553",TX0920400,Kilgore Police Department,"22,184",
"121,540",OH0230100,Fairfield Hocking Major Crimes Unit,"20,000",
"121,524",OHEQ00081,Warren Cty Drug Task Force,"9,928",
"121,523",VTVSP0000,Vermont Department of Public Safety,"3,604",
"121,521",WI0150000,Door County Sheriff's Department,"67,740",
"121,521",WI0310000,Kewaunee County Sheriff's Department,"1,354",
"121,497",TX1810000,Orange County Sheriff's Office,"4,948","39,471"
"121,461",TX0340000,0,"8,196",
"121,460",TX0341300,Ark-La-Tex Narcotics Task Force,"32,783",
"121,415",MO0950000,St. Louis County Police Department,"71,841",
"121,413",VA0250000,Cumberland County Sheriff's Office,"11,394",
"121,392",NBDEA0100,Drug Enforcement Administration,"3,414",0
"121,383",IL0030000,Bond County Sheriff's Department,"132,202",
"121,349",TX2205400,Tarrant County Narcotics Unit,"93,135",
"121,349",TX2205400,Tarrant County Narcotics Unit,"32,160",
"121,349",TX2205400,Tarrant County Narcotics Unit,"70,180",
"121,332",CA0349496,"State of CA, Bureau of Narcotics Enforcement","13,995",
"121,332",CA0570310,Yolo Narcotics Enforcement Team,"2,476",
"121,283",IL0842600,Central Illinois Enforcement Group,"5,000",
"121,266",ALAST0044,Alabama Department of Public Safety,"6,131",
"121,262",MOEQ00221,RCCEEG,601,
"121,226",FL0060000,Broward Sheriff's Office,"13,399","48,123"
"121,223",MO0640100,"Hannibal Police Dept., Hannibal, MO","5,228",
"121,197",FLEQ00213,South Florida Money Laundering Strike Force,"33,951",0
"121,119",MI6397597,Oakland County Narcotics Enforcement Team,"343,388","27,669"
"121,118",MI6316300,Oakland County Sheriff's Office,"21,986",
"121,118",MI8234900,City of Detroit,"15,000",
"121,098",WV0020600,Eastern Panhandle Drug & Violent Crimes Task Force,"47,554",
"121,081",CA0193800,City of La Verne/LA Impact,"34,792","9,584"
"121,069",TX1230000,Jefferson County Sheriff's Office,"10,523",
"121,065",TXEQ00173,City of Coppell,"18,296",
"121,064",TXEQ00173,City of Coppell,"11,600",
"121,050",CA0192KOX,L.A. INTERAGENCY METRO-POLICE APPREH. CRIME TASK ,"27,578","6,225"
"121,027",FL0130200,City of Coral Gables Police,"122,863",
"121,019",TX0150300,"Castle Hills Police Department, Castle Hills, Texas","5,000",
"120,985",FLEQ00213,South Florida Money Laundering Strike Force - Miami Florida,"46,996",
"120,957",MO0250100,"Cameron, Missouri Police Department",900,0
"120,957",MO0400000,"Grundy County, Missouri Sheriff's Department / Cameron, MO PD","15,000",0
"120,946",CA0192KOX,"LA IMPACT (Los Angeles Metropolitan Police Apprehension), La Verne, CA","21,481","10,461"
"120,939",GADEA0100,"HIDTA/OCDETF Atlanta, GA","10,885",
"120,927",FL0060008,Broward  County Sheriffs Office,"19,164","39,509"
"120,927",FLEQ00213,South FL Money Laundering Strike Force,"39,833",
"120,927",FLEQ00227,SE Regional Task Force,"29,737",
"120,921",FLEQ00213,SOUTH FLORIDA STRIKE TASK FORCE,"291,450",
"120,912",FL0060300,Fort Lauderdale Police Department,"13,749",
"120,912",FL0060300,Fort Lauderdale Police Department,63,
"120,912",FL0060300,Fort Lauderdale Police Department,653,
"120,912",FL0060300,Fort Lauderdale Police Department,"12,368",
"120,912",FL0060300,Fort Lauderdale Police Department,11,
"120,912",FL0060300,Fort Lauderdale Police Department,78,
"120,912",FL0060300,Fort Lauderdale Police Department,"2,239",
"120,908",FL0060000,Broward Sheriff's Office,"19,699","76,176"
"120,908",FLEQ00213,City of Coral Gables Police Department,"83,510",0
"120,908",FLEQ00227,Fort Lauderdale Police Department Southeast Regional Task Force,"58,282",0
"120,901",TX0710000,El Paso County Sheriff's Office,"192,596","316,801"
"120,899",FL0130100,Bal Harbour Village Police Department,"416,086",0
"120,896",TX0570700,DFW ,"74,107",
"120,896",TX0571500,Tarrant County,"63,016",
"120,896",TX2203600,City of Coppell,"45,673",
"120,891",TCICE2400,"I.C.E., San Antonio, Tx.",,"2,585"
"120,884",TXEQ00209,NORTH TEXAS HIDTA RISC GRP,"116,520","17,427"
"120,876",FL0060300,CITY OF FT LAUDERDALE POLICE DEPARTMENT,"2,239",
"120,876",FL0060300,CITY OF FT LAUDERDALE POLICE DEPARTMENT,"12,368",
"120,876",FL0060300,CITY OF FT LAUDERDALE POLICE DEPARTMENT,11,
"120,876",FL0060300,CITY OF FT LAUDERDALE POLICE DEPARTMENT,63,
"120,876",FL0060300,CITY OF FT LAUDERDALE POLICE DEPARTMENT,"13,749",
"120,876",FL0060300,CITY OF FT LAUDERDALE POLICE DEPARTMENT,78,
"120,876",FL0060300,CITY OF FT LAUDERDALE POLICE DEPARTMENT,574,
"120,876",FL0060300,CITY OF FT LAUDERDALE POLICE DEPARTMENT,653,
"120,866",FLEQ00227,"CITY OF FORT LAUDERDALE POLICE DEPARTMENT, FORT LAUDERDALE, FL","30,390",0
"120,854",FL0480100,METROPOLITAN BUREAU OF INVESTIGATION,"7,874",
"120,849",TX1810000,Orange County Sheriff's Office,,"1,279"
"120,849",TX1810000,Orange County Sheriff's Office,,"1,596"
"120,849",TX1810000,Orange County Sheriff's Office,"4,948",
"120,849",TX1810000,Orange County Sheriff's Office,,"2,451"
"120,849",TX1810000,Orange County Sheriff's Office,,"11,410"
"120,849",TX1810000,Orange County Sheriff's Office,,"15,592"
"120,849",TX1810000,Orange County Sheriff's Office,,"7,142"
"120,838",FL0480010,Metropolitan Bureau of Investigations,"10,199",
"120,837",FL0060000,Broward Sheriff's Office,"96,759","58,102"
"120,837",SLE200227,Southeast Regional Task Force,"29,737",
"120,823",TXEQ00178,North Texas HIDTA - FTW PD Lead Agency,"458,321",
"120,816",FL0420000,Marion County Sheriff's Office,"24,368",
"120,804",TX1810000,Orange County Sheriffs Office,0,"44,419"
"120,797",FL0480400,Metropolitan Bureau of Investigation,"70,807",
"120,777",FL0060300,City of Fort Lauderdale,"29,825",
"120,759",MI8218200,Wayne County,"270,565",
"120,758",FL0060000,BROWARD SHERIFF'S OFFICE,"42,115","57,416"
"120,758",FL0060300,FORT LAUDERDALE POLICE DEPARTMENT,"29,251",
"120,758",FLEQ00213,CORAL GABLES POLICE DEPARTMENT,"28,049",
"120,757",FL0640000,"Volusia County, Daytona Beach","6,175",
"120,756",TXEQ00173,North Texas HIDTA Group 7,"20,995",0
"120,744",AL2900700,Central Alabama Drug Task Force,800,
"120,735",FL0520000,Pinellas County Sheriff's Office,"11,269",
"120,731",TXEQ00062,Ft Worth DEA Resident Office Task Force,"198,098",
"120,728",FL0061000,BROWARD COUNTY SHERIFF'S OFFICE,"13,399","9,527"
"120,722",FLEQ00227,South East Region Narcotics Task Force,"1,192",
"120,709",TXEQ00173,North Texas HIDTA Group 7,"20,995",0
"120,664",TX0920400,Kilgore Police Department,215,
"120,650",FL0530000,POLK COUNTY SHERIFF'S OFFICE,"8,582",0
"120,629",TX2203600,DFW Airport,"167,561",
"120,629",TXEQ00062,FORT WORTH DEA TASKFORCE,"977,372",
"120,629",TXEQ00209,NORTH TEXAS HIDTA RISC,"50,172","12,725"
"120,612",TX0920400,City of Kilgore,"24,195",
"120,611",FL0640000,County of Volusia,"66,917",
"120,603",FL0060000,Broward County Sheriff's Office,"65,811",0
"120,601",FLEQ00213,SOUTH FLORIDA MONEY LAUNDERING STRIKE TASK FORCE,"105,892",
"120,598",MS0300800,"Funds received in error.  Should have been sent to the Narcotics Task Force of Jackson County, MS","6,396",0
"120,594",FL050015A,"State Attorney's Office, 401 North Dixie Hwy, WPB, FL 33401","15,203",
"120,565",FL0062000,"City of  Lighthouse Point, Florida","8,987",
"120,565",FLEQ00227,"City of Fort Lauderdale, Florida","29,737",
"120,560",AL0100000,Jefferson County Sheriff's Office,"381,273",
"120,553",TX0920400,DEA Task Force-Kilgore Police Department,"20,747",0
"120,550",FL0060000,BROWARD COUNTY SHERIFF'S OFFICE,"19,164","10,736"
"120,543",FL0480010,Metropolitan Bureau of Investigation,"10,199",
"120,537",TXEQ00173,City of Coppell,"2,211",
"120,534",GAGSP0000,Georgia Department of Public Safety,208,
"120,527",FL0480010,"Metropolitan Bureau of Investigation, Orlando FL",,"7,787"
"120,507",MI6397507,County of Macomb Enforcement Team,"30,000",
"120,472",MSEDA0000,HIDTA Gulf Coast Task Force,"14,318",
"120,472",MSFBIJNSO,FBI Safe Street Task Force,"1,867",
"120,464",TX2200900,Euless Police Department,"21,866",
"120,455",MO0950000,St. Louis County Area Narcotics TaskForce,"40,901",
"120,407",MI8218200,Wayne County Sheriff's Department,"413,818",0
"120,391",FL0130200,City of Coral Gables,"44,319",
"120,389",AL0020000,Mobile County Sheriff's Office,"168,039",0
"120,384",NE0001068,Platte County,"2,300",0
"120,384",NE0009466,Madison County,25,0
"120,374",TXEQ00062,Fort Worth DEA Task Force,"198,098",
"120,308",TXDEA1800,"Fort Worth DEA Task Force, Fort Worth, TX","108,109",
"120,307",TXEQ00209,Tarrant County,22,609
"120,299",VAVTF1203,"Central Virginia Drug Task Force, Lynchburg Virginia","39,414",0
"120,295",TXEQ00178,Ft. Worth DEA Task Force,"198,098",
"120,276",TXEQ00209,North Texas HIDTA RISC Group,"109,232","18,103"
"120,266",TX07100P0,El Paso County Metro Criminal Enterprise Unit,"925,232","5,551"
"120,248",GA0920000,Lowndes County Sheriff's Office,"7,897",0
"120,244",TX172015J,Morris County District Attorney,"10,928",
"120,233",MI6397597,Oakland County Narcotics Enforcement Team,"30,299","2,441"
"120,230",VA0920300,Richlands Police Department,"18,504",
"120,221",MO0950000,St. louis County Police Department,"7,679",
"120,221",MOFBISL00,FBI-St. Louis Office,"14,140",
"120,139",GAGSP0000,Department of Public Safety,"7,480",
"120,114",FL0350000,Lake County Sheriff's Office,"5,000",
"120,109",CA0331100,Palm Springs Police Department,"115,000",
"120,098",FL0060000,Broward Sheriff's Office,"13,399","51,775"
"120,098",FL0060300,City of Fort Lauderdale,"28,544",0
"120,098",FL0130200,City of Coral Gables,"46,996",0
"120,096",TX1910000,Randall County Sheriff's Department,"7,334",
"120,088",TXEQ00173,North Texas HIDTA Group 7,"5,240",
"120,081",FL04800H8,Metropolitan Bureau of Investigation,"140,280",
"120,047",FL0530000,Polk County Sheriff Office,"8,582",
"120,027",FL0640000,VOLUSIA COUNTY SHERIFF'S OFFICE,"66,917",
"119,993",FL0060300,CITY OF FORT LAUDERDALE,"4,999",
"119,993",FL0062800,CITY OF CORAL SPRINGS,"1,639",
"119,993",FL0063400,SEMINOLE POLICE,"8,258",
"119,993",FL0605000,CITY OF HOLLYWOOD,"1,639",
"119,993",PAAMX0200,AMTRAK POLICE DEPARTMENT,"1,639",
"119,983",TXEQ00173,North Texas HIDTA Group 7,"5,236",
"119,983",TXEQ00209,North Texas HIDTA RST Group,"50,172","12,705"
"119,927",WI0411600,West Allis Police Department,"4,209",
"119,927",WI0710000,Winnebago County Sheriff's Office,546,
"119,916",TX2205400,Tarrant County Narcotics Unit,"17,933",0
"119,911",TX0341300,Cass County,"21,856",
"119,876",MOEQ00221,Regional Computer Crime Education & Enf Group,"79,437",
"119,832",CAEQ00281,Inland Crackdown Allied Task Force,"54,258",
"119,818",ALEQ00129,Chambers County Drug Task Force,922,
"119,816",CA0192KOX,  L.A. Impact,,"293,382"
"119,814",MISS20600,United States Secret Service,,"3,633"
"119,809",ALEQ00129,Chambers County Drug Task Force,922,
"119,800",MO025013Y,Northwest Interagency Team Response Operation,"5,000",
"119,782",AL0120000,Chamber County Sheriff's Department,"9,217",
"119,750",UNKNOWNNN,Volusia County Sheriff's Office,"124,397",
"119,733",CA0360075,IRNET TASK FORCE,"210,362",
"119,733",CAEQ00281,INCA TASK FORCE,"51,017",768
"119,723",GA10600NT,Metro Narcotics Task Force,"10,000",
"119,696",MI6316305,OAKLAND COUNTY NARCOTICS ENFORCEMENT TEAM,"32,730",
"119,683",MI4114100,Kent County Sheriff's Department (KANET),"2,500",
"119,648",FL0640000,Volusia County Sheriff's Office,"66,917",0
"119,636",VAVTF1303,Southside Drug Task Force,"1,818",
"119,628",CA5703100,Yolo Narcotic Enforcement Team,"2,476",0
"119,626",TXEQ00209,North Texas HIDTA,"11,338",
"119,619",VAVSP0000,Dept. of State Police,"1,528",
"119,590",ALEQ00129,Chambers County Drug Task Force,922,
"119,524",GA0540000,FAYETTE COUNTY SHERIFF'S DEPARTMENT,"37,938","10,652"
"119,506",TX1810000,Orange County Sheriff,"4,948","39,471"
"119,505",AL0011200,"Hoover Police Department, Hoover Alabama",,"190,086"
"119,422",CA0349496,"California Department of Justice, BNE","452,564",
"119,406",FLEQ00213,South Florida Money Laundering Strike Force,"103,807",
"119,402",FLEQ00213,South Florida Money Laundering Strike Force,"138,311",
"119,394",NY030023A,"District Attorney New York Couty, New York, NY",,"82,181"
"119,394",NY030043J,"Office of Special Narcotics, New York, NY","163,681","4,641"
"119,379",MI6397597,Oakland County Narcotics Enforcement Team,"30,299","2,441"
"119,379",MI8275200,"City of Southgate Police Department, Southgate, MI","7,000",
"119,378",TX0920400,City of Kilgore Police Department,"32,105",
"119,332",TX1810000,Orange County Sherrif,"4,948","39,471"
"119,326",NY001015G,"Northern Drug Task Force (D-52), DEA, El Dorado Task Force, NYC","5,969","17,531"
"119,312",VA0750300,"Prince William County, VA Police Dept","6,390","1,580"
"119,291",MOEQ00221,Regional Computer Crimes Education and Enforcement Group,"80,695",
"119,290",KY047015A,"Hardin County Attorney's Office,  Elizabethtown, KY.","1,275",
"119,268",MI8218200,Wayne County Sheriffs Department,"272,419",
"119,236",WV0351000,Ohio Valley Drug and Violent Crime Task Force,"4,110",
"119,232",CA0349496,Bureau of Narcotic Enforcement,"3,404",0
"119,232",CA0360075,Inland Regional Narcotic Enforcement Team,"3,696",0
"119,232",CAEQ00281,Inland Allied Crackdown Task Force,"12,150",0
"119,224",CA0501800,Stanislaus Drug Enforcement Agency,,612
"119,191",MO0460000,HOWELL COUNTY SHERIFF,"3,000",
"119,191",MO081013A,PHELPS COUNTY SHERIFF,"3,000",
"119,166",COEQ00065,Front Range Task Force,"23,987",0
"119,029","16648 S. Broadway, Lockport,IL 60441",Illinois State Police Joliet M.A.N.S. Task Force,,"11,409"
