CERTIFICATIONID,NCIC,AGENCY,JUSTICE,TREASURY
"112,079",MN0621000,White Bear Lake Police Department,"1,539",
"112,079",MN0621000,White Bear Lake Police Department,556,
"111,953",NY1018000,NYSP CNET Capital Albany NY,"2,500",
"111,907",WIEQ00074,Manitowoc County Metro Drug Unit,380,
"111,901",MI6397505,MICHIGAN STATE POLICE-DRANO,"272,916",
"111,901",MI8221200,ALLEN PARK POLICE DEPARTMENT,"136,458",
"111,901",MI8234300,DEARBORN POLICE DEPARTMENT,"136,458",
"111,901",MI8270900,ROMULUS POLICE DEPARTMENT,"136,458",
"111,901",MI8277500,TAYLOR POLICE DEPARTMENT,"272,916",
"111,901",MI8283100,WOODHAVEN POLICE DEPARTMENT 21869,"136,458",
"111,901",MI8293900,WAYNE COUNTY AIRPORT POLICE,"136,458",
"111,901",MI8294700,BROWNSTOWN POLICE DEPARTMENT,"136,458",
"111,871",SEE ATTACHED,SEE ATTACHED,"5,836,161",
"111,841",MI4137000,GRANDVILLE POLICE DEPARTMENT,"12,643",
"111,841",MI4180200,WALKER POLICE DEPARTMENT,"12,643",
"111,798",AR0720000,Washington County Sheriff's Office,"2,206",
"111,798",AR0720100,Fayetteville Police Department,"4,430",
"111,798",AR0720200,Springdale Police Department,"2,992",
"111,783",FL0010100,CITY OF GAINESVILLE,"7,185",
"111,783",FL0010600,UNIVERSITY OF FLORIDA POLICE DEPARTMENT,"33,558",
"111,783",FL0010800,CITY OF ALACHUA,"59,930",
"111,783",FL0012500,WALDO POLICE DEPARTMENT,"7,185",
"111,783",FL0020000,BAKER COUNTY SHERIFF'S OFFICE,"7,185",
"111,783",FL0040000,STARKE POLICE DEPARTMENT,"7,185",
"111,783",FL0040000,BRADFORD COUNTY SHERIFF'S OFFICE,"7,185",
"111,783",FL0040300,LAWTEY POLICE DEPARTMENT,"7,185",
"111,783",FL0210000,GILCHRIST COUNTY SHERIFF'S OFFICE,"33,558",
"111,783",FL0380000,LEVY COUNTY SHERIFF'S OFFICE,"59,930",
"111,783",FL0630000,UNION COUNTY SHERIFF'S OFFICE,"7,185",
"111,766",MIEQ00255,Detroit Metro Identity Theft Task Force,189,0
"111,586",TX1810100,Bridge City Police Department,0,"40,296"
"111,586",TX1810100,Bridge City Police Department,133,
"111,586",TX1810200,Orange Police Department,133,
"111,586",TX1810200,Orange Police Department,0,"40,296"
"111,586",TX1810300,Pinehurst Police Department,0,"40,296"
"111,586",TX1810300,Pinehurst Police Department,133,
"111,586",TX1810400,Vidor Police Department,0,"40,296"
"111,586",TX1810400,Vidor Police Department,133,
"111,586",TX1810500,West Orange Police Department,0,"40,296"
"111,586",TX1810500,West Orange Police Department,133,
"111,552",PA0154500,Chester County Detectives,674,
"111,543",PA0364501,Lancaster County District Attorney's Office,"3,661",
"111,506",MN0140000,Clay County Sheriff's Department,"7,492",
"111,471",KY0150000,Bullitt County Sheriff's Office,690,
"111,471",KY0150000,Bullitt County Sheriff's Office,345,
"111,471",KY0150000,Bullitt County Sheriff's Office,345,
"111,471",KY0150000,Bullitt County Sheriff's Office,517,
"111,471",KY0150000,Bullitt County Sheriff's Office,"1,337",
"111,386",CA0349496,"State of California, Bureau of Narcotics Enforcement",218,
"111,386",CA0570000,Yolo County Sheriff's Department,218,
"111,386",CA0570100,Davis Police Department,218,
"111,386",CA0570130,Yolo County Probation Department,218,
"111,386",CA0570200,Winters Police Department,6,
"111,386",CA0570300,Woodland Police Departmetn,218,
"111,386",CA057033A,Yolo County District Attorney's Office,322,
"111,386",CA0570400,West Sacramento Police Department,218,
"111,386",CA0579700,"University of California, Davis",61,
"111,190",NY0362000,Albion Police Department,"11,999",0
"111,190",NY0362000,Albion Police Department,"1,550",0
"111,190",NY0362000,Albion Police Department,45,0
"111,100",FL0220005,Glade County Sheriff's Office,"48,000",
"111,100",FL0220005,Glades County Sheriff's Office,"200,330",
"111,093",MN0022300,MN Financial Crimes Task Force,0,"21,542"
"110,984",MO0360000,Franklin County Sheriff's Office,"11,894",
"110,984",MO0500000,Jefferson County Sheriff's Office,"1,109",
"110,984",MO0500300,Festus Police Dept.,"3,464",
"110,984",MO0920100,O'Fallon Police Dept.,"85,309",
"110,984",MO0920400,St. Peters Police Dept.,"126,805",
"110,984",MO0950000,St. Louis County Police Dept.,"75,952",
"110,984",MO0951400,Clayton Police Dept,"105,172",
"110,984",MO0953800,Hazelwood Police Dept,"80,611",
"110,984",MO0958000,Webster Groves Police Dept.,274,
"110,984",MO0959A00,Chesterfield Police Dept,"84,279",
"110,971",MI4697500,Michigan State Police - O.M.N.I. III,"6,903",
"110,970",MA0050800,Gloucester Police Department,"7,434",
"110,964",CA0342100,County of Sacramento - Dept of Human  Assistance,"12,509",
"110,905",WI0380100,Marinette Police Department,436,
"110,845",OH029013A,Greene County Prosecutor's Office,"15,000",
"110,824",MN0140400,Moorhead Police Department,"4,969",
"110,800",NY0240000,LEWIS COUNTY SHERIFF,"3,897",
"110,795",FL0060300,City of Fort Lauderdale Police Department,"40,934",
"110,795",FL0060400,City of Hallandale Police Department,"27,888",
"110,795",FL0060500,City of Hollywood Police Department,"20,467",
"110,795",FL0060800,City of Pembroke Pines Police Department,"27,888",
"110,795",FL0061200,City of Davie Police Department,"20,467",
"110,795",FL0062200,City of Miramar Police Department,"7,421",
"110,795",FL0062700,City of Sunrise Police Department,"7,421",
"110,795",FL0130100,City of Bal Harbour Police Department,"43,714",
"110,795",FL013015A,State Attorney's Office Eleventh Judicial Circuit,"61,400",
"110,795",FL0130200,City of Coral Gables Police Department,"58,723",
"110,795",FL0130400,City of Hialeah Police Department,"37,648",
"110,795",FL0130600,City of Miami Police Department,"122,801",
"110,795",FL0130700,City of Miami Beach Police Department,"102,334",
"110,795",FL0130800,City of Miami Shores Police Department,"20,467",
"110,795",FL0131100,City of Doral Police Department,"13,045",
"110,795",FL0131300,City of Surfside Police Department,"20,467",
"110,795",FL0131800,City of North Miami Police Department,"40,934",
"110,795",FL0132400,City of Golden Beach Police Department,"61,400",
"110,795",FL0139100,City of Aventura Police Department,"20,467",
"110,795",FL0139700,City of Miami Gardens Police Department,"13,045",
"110,795",FL0370100,Florida Department of Law Enforcement,"43,605",
"110,795",FL0379001,Florida Highway Patrol,"8,693",
"110,762",TX19901P0,Rockwall Special Crimes Unit,"3,634",
"110,644",FL0060600,"City of Plantation, Plantation Florida","19,389",
"110,624",IL0602900,The Metropolitan Enforcement Group of Southern Illinois,"3,000",
"110,496",ND0080000,Metro Area Safe Trails Task Force,"3,886",
"110,496",ND048013A,Towner County State's Attorney,719,
"110,496",NDNHP0000,ND Highway Patrol,"2,157",
"110,414",GA0600900,GA International Law Enforcement Exchange,"10,000",
"110,333",TX1840000,Parker County Sherriff's Office,"55,354",
"110,333",TX1840000,Parker County Sherriff's Office,"42,697",
"110,333",TX1840000,Parker County Sherriff's Office,"12,765",
"110,333",TX1840100,Weatherford Police Department,"12,765",
"110,333",TX1840100,Weatherford Police Department,"42,697",
"110,333",TX1840100,Weatherford Police Department,"55,354",
"110,333",TX2200100,Arlington Police Department,"12,765",
"110,333",TX2200100,Arlington Police Department,"55,354",
"110,333",TX2200100,Arlington Police Department,"42,697",
"110,333",TX220015A,Tarrant County District Attorney's Office,"55,354",
"110,333",TX220015A,Tarrant County District Attorney's Office,"42,697",
"110,333",TX220015A,Tarrant County District Attorney's Office,"12,765",
"110,333",TX2201200,Fort Worth Police Department,"213,486",
"110,333",TX2201200,Fort Worth Police Department,"63,825",
"110,333",TX2201200,Forth Worth Police Department,"276,770",
"110,333",TX2202100,North Richland Hills Police Department,"42,697",
"110,333",TX2202100,North Richland Hills Police Department,"12,765",
"110,333",TX2202100,North Richland Hills Police Department,"55,354",
"110,250",TX0571500,Irving Police Department,54,357
"110,250",TX0571500,Irving Police Department,22,"4,634"
"110,250",TX0571500,Irving Police Department,"1,654",0
"110,250",TX0571500,Irving Police Department,"8,066",0
"110,250",TX0571500,Irving Police Department,"4,790",0
"110,250",TX0571500,Irving Police Department,"1,394",0
"110,250",TX0572400,University Park PD,"3,890",0
"110,250",TX0572400,University Park PD,"4,849",0
"110,250",TX2200000,Tarrant County Sheriff's Office,354,17
"110,250",TX2200000,Tarrant County Sheriff's Office,"3,308",0
"110,250",TX2200000,Tarrant County Sheriff's Office,"16,130",0
"110,250",TX2200000,Tarrant County Sheriff's Office,"2,770",0
"110,250",TX2200000,Tarrant County Sheriff's Office,"9,579",0
"110,250",TX2200000,Tarrant County Sheriff's Office,108,711
"110,250",TX2200000,Tarrant County Sheriff's Office,44,"9,308"
"110,250",TX2201200,Fort Worth Police Department,"1,384",0
"110,250",TX2201200,Fort Worth Police Department,"4,790",0
"110,250",TX2201200,Fort Worth Police Department,"8,066",0
"110,250",TX2201200,Fort Worth Police Department,"1,654",0
"110,250",TX2201200,Fort Worth Police Department,54,357
"110,250",TX2201200,Fort Worth Police Department,22,"4,654"
"110,250",TXDPD0000,Dallas Police Department,22,"4,654"
"110,250",TXDPD0000,Dallas Police Department,"1,654",0
"110,250",TXDPD0000,Dallas Police Department,"4,790",0
"110,250",TXDPD0000,Dallas Police Department,"1,386",0
"110,250",TXDPD0000,Dallas Police Department,54,357
"110,250",TXDPD0000,Dallas Police Department,"8,066",0
"110,250",TXDPS4600,Texas Department of Public Safety Narcotics Services,"1,256",0
"110,250",TXDPS4600,Texas Department of Public Safety Narcotics Services,"3,216",0
"110,250",TXDPS4600,Texas Department of Public Safety Narcotics Services,900,0
"110,250",TXDPS4600,Texas Department of Public Safety Narcotics Services,"1,121",0
"110,250",TXDPS4600,Texas Department of Public Safety Narcotics Services,54,357
"110,250",TXDPS4600,Texas Department of Public Safety Narcotics Services,22,609
"110,250",TXQNGCD13,Texas Military Forces Joint Counterdrug Task Force,108,0
"110,250",TXQNGCD13,Texas Military Forces Joint Counterdrug Task Force,"3,318",0
"110,250",TXQNGCD13,Texas Military Forces Joint Counterdrug Task Force,"9,428",0
"110,250",TXQNGCD13,Texas Military Forces Joint Counterdrug Task Force,"16,015",0
"110,250",TXQNGCD13,Texas Military Forces Joint Counterdrug Task Force,"3,382",0
"110,250",TXQNGCD13,Texas Military Forces Joint Counterdrug Task Force,66,"8,738"
"110,189",GA0310200,City of Forest Park Georgia,"4,396",0
"110,189",GA0310200,City of Forest Park Georgia,"58,126",0
"110,189",GA0310400,Jonesboro Police Department,"48,905",0
"110,189",GA0600300,City of Hapeville Georgia,"8,124",0
"110,066",FL0670100,Chipley Police Department,"20,000",
"110,044",FL0480000,Orange County Sheriff's Office,"6,963",0
"110,044",FL0480000,Orange County Sheriff's Office,"37,658",0
"110,044",FL0480000,Orange County Sheriff's Office,"6,543",0
"110,044",FL0480100,Apopka Police Department,422,0
"110,044",FL0480100,Apopka Police Department,460,0
"110,044",FL0480100,Apopka Police Department,"2,337",0
"110,044",FL048015A,State Attorney's Office 9th Judicial Circuit,"1,408",0
"110,044",FL048015A,State Attorney's Office 9th Judicial Circuit,"7,790",0
"110,044",FL048015A,State Attorney's Office 9th Judicial Circuit,"1,534",0
"110,044",FL0480300,Ocoee Police Department,39,0
"110,044",FL0480400,Orlando Police Department,"4,443",0
"110,044",FL0480400,Orlando Police Department,"25,443",0
"110,044",FL0480400,Orlando Police Department,"4,704",0
"110,044",FL0480600,Winter Park Police Department,422,0
"110,044",FL0480600,Winter Park Police Department,460,0
"110,044",FL0480600,Winter Park Police Department,"2,337",0
"110,044",FL0480700,Eatonville Police Department,39,0
"110,044",FL0481100,Florida Department of Law Enforcement,464,0
"110,044",FL0481400,University of Central Florida,339,0
"110,044",FL0481400,University of Central Florida Police Department,295,0
"110,044",FL0490000,Osceola County Sheriff's Office,460,0
"110,044",FL0490000,Osceola County Sheriff's Office,"2,337",0
"110,044",FL0490000,Osceola County Sheriff's Office,422,0
"109,971",TX1740000,Nacogdoches County Sheriff's Office,"34,268",
"109,971",TX1740200,City of Nacogdoches Police Department,"3,500",
"109,971",TX1740200,City of Nacogdoches Police Department,"24,160",
"109,971",TX1740800,Nacogdoches ISD Police Department,"1,700",
"109,957",MS0420000,North Central Narcotics Task Force,500,0
"109,832",TX1011700,City of Seabrook,"3,000",
"109,832",TX1011700,City of Seabrook,"15,000",
"109,832",TX1011700,City of Seabrook,"27,100",
"109,813",FL0380200,Chiefland Police Department,"11,248",
"109,801",FL0130100,Bal Harbour Village Police Department,"20,000",0
"109,792",FL0060000,Broward County Sheriff's Office,754,0
"109,792",FL0060000,Broward County Sheriff's Office,"4,615",0
"109,792",FL0060000,Broward County Sheriff's Office,273,0
"109,792",FL0060000,Broward County Sheriff's Office,971,0
"109,792",FL0060000,Broward County Sheriff's Office,"1,125",0
"109,792",FL0060000,Broward County Sheriff's Office,301,0
"109,792",FL0060000,Broward County Sheriff's Office,"41,067",0
"109,792",FL0060000,Broward County Sheriff's Office,89,0
"109,792",FL0060000,Broward County Sheriff's Office,174,0
"109,792",FL0060000,Broward County Sheriff's Office,"3,644",0
"109,792",FL0060000,Broward County Sheriff's Office,"4,818",0
"109,792",FL0060000,Broward County Sheriff's Office,"8,787",0
"109,792",FL0060300,Fort Lauderdale Police Dept.,"41,068",0
"109,792",FL0060300,Fort Lauderdale Police Dept.,89,0
"109,792",FL0060300,Fort Lauderdale Police Dept.,"8,787",0
"109,792",FL0060300,Fort Lauderdale Police Dept.,"2,250",0
"109,792",FL0060300,Fort Lauderdale Police Dept.,971,0
"109,792",FL0060300,Fort Lauderdale Police Dept.,545,0
"109,792",FL0060300,Fort Lauderdale Police Dept.,"9,231",0
"109,792",FL0060300,Fort Lauderdale Police Dept.,"1,508",0
"109,792",FL0060300,Fort Lauderdale Police Dept.,174,0
"109,792",FL0060300,Fort Lauderdale Police Dept.,"7,287",0
"109,792",FL0060300,Fort Lauderdale Police Dept.,"4,818",0
"109,792",FL0060300,Fort Lauderdale Police Dept.,602,0
"109,792",FL0060400,Hallandale Police Dept.,89,0
"109,792",FL0060400,Hallandale Police Dept.,"41,067",0
"109,792",FL0060400,Hallandale Police Dept.,"8,787",0
"109,792",FL0060400,Hallandale Police Dept.,"1,125",0
"109,792",FL0060400,Hallandale Police Dept.,971,0
"109,792",FL0060400,Hallandale Police Dept.,301,0
"109,792",FL0060400,Hallandale Police Dept.,"4,615",0
"109,792",FL0060400,Hallandale Police Dept.,754,0
"109,792",FL0060400,Hallandale Police Dept.,174,0
"109,792",FL0060400,Hallandale Police Dept.,"3,644",0
"109,792",FL0060400,Hallandale Police Dept.,"4,818",0
"109,792",FL0060400,Hallandale Police Dept.,273,0
"109,792",FL0060500,Hollywood Police Dept.,89,0
"109,792",FL0060500,Hollywood Police Dept.,"41,067",0
"109,792",FL0060500,Hollywood Police Dept.,"8,787",0
"109,792",FL0060500,Hollywood Police Dept.,"1,125",0
"109,792",FL0060500,Hollywood Police Dept.,971,0
"109,792",FL0060500,Hollywood Police Dept.,273,0
"109,792",FL0060500,Hollywood Police Dept.,754,0
"109,792",FL0060500,Hollywood Police Dept.,"4,615",0
"109,792",FL0060500,Hollywood Police Dept.,301,0
"109,792",FL0060500,Hollywood Police Dept.,"4,818",0
"109,792",FL0060500,Hollywood Police Dept.,"3,644",0
"109,792",FL0060500,Hollywood Police Dept.,174,0
"109,792",FL0060600,Plantation Police Dept.,174,0
"109,792",FL0060600,Plantation Police Dept.,"3,644",0
"109,792",FL0060600,Plantation Police Dept.,"4,818",0
"109,792",FL0060600,Plantation Police Dept.,301,0
"109,792",FL0060600,Plantation Police Dept.,273,0
"109,792",FL0060600,Plantation Police Dept.,971,0
"109,792",FL0060600,Plantation Police Dept.,754,0
"109,792",FL0060600,Plantation Police Dept.,89,0
"109,792",FL0060600,Plantation Police Dept.,"41,067",0
"109,792",FL0060600,Plantation Police Dept.,"8,787",0
"109,792",FL0060600,Plantation Police Dept.,"1,125",0
"109,792",FL0060600,Plantation Police Dept.,"4,615",0
"109,792",FL0061100,Coconut Creek Police Dept.,301,0
"109,792",FL0061100,Coconut Creek Police Dept.,"4,818",0
"109,792",FL0061100,Coconut Creek Police Dept.,"3,644",0
"109,792",FL0061100,Coconut Creek Police Dept.,174,0
"109,792",FL0061100,Coconut Creek Police Dept.,754,0
"109,792",FL0061100,Coconut Creek Police Dept.,"4,615",0
"109,792",FL0061100,Coconut Creek Police Dept.,273,0
"109,792",FL0061100,Coconut Creek Police Dept.,971,0
"109,792",FL0061100,Coconut Creek Police Dept.,"8,787",0
"109,792",FL0061100,Coconut Creek Police Dept.,"41,067",0
"109,792",FL0061100,Coconut Creek Police Dept.,89,0
"109,792",FL0061100,Coconut Creek Police Dept.,"1,125",0
"109,792",FL0061200,Davie Police Dept.,971,0
"109,792",FL0061200,Davie Police Dept.,273,0
"109,792",FL0061200,Davie Police Dept.,"4,615",0
"109,792",FL0061200,Davie Police Dept.,754,0
"109,792",FL0061200,Davie Police Dept.,174,0
"109,792",FL0061200,Davie Police Dept.,89,0
"109,792",FL0061200,Davie Police Dept.,"4,818",0
"109,792",FL0061200,Davie Police Dept.,301,0
"109,792",FL0061200,Davie Police Dept.,"1,125",0
"109,792",FL0061200,Davie Police Dept.,"8,787",0
"109,792",FL0061200,Davie Police Dept.,"41,067",0
"109,792",FL0061200,Davie Police Dept.,"3,644",0
"109,792",FL0061800,Lauderhill Police Dept.,971,0
"109,792",FL0061800,Lauderhill Police Dept.,273,0
"109,792",FL0061800,Lauderhill Police Dept.,"4,615",0
"109,792",FL0061800,Lauderhill Police Dept.,754,0
"109,792",FL0061800,Lauderhill Police Dept.,174,0
"109,792",FL0061800,Lauderhill Police Dept.,"3,644",0
"109,792",FL0061800,Lauderhill Police Dept.,"4,818",0
"109,792",FL0061800,Lauderhill Police Dept.,301,0
"109,792",FL0061800,Lauderhill Police Dept.,"1,125",0
"109,792",FL0061800,Lauderhill Police Dept.,89,0
"109,792",FL0061800,Lauderhill Police Dept.,"41,067",0
"109,792",FL0061800,Lauderhill Police Dept.,"8,787",0
"109,792",FL0062000,Lighthouse Point Police Dept.,174,0
"109,792",FL0062000,Lighthouse Point Police Dept.,89,0
"109,792",FL0062000,Lighthouse Point Police Dept.,"41,067",0
"109,792",FL0062000,Lighthouse Point Police Dept.,"8,787",0
"109,792",FL0062000,Lighthouse Point Police Dept.,971,0
