CERTIFICATIONID,AGENCYNAME,NCIC
"132,896","Independence, MO Police Dept., 223 N Memorial Dr. Independence, MO 64050",MO0480600
"132,896","Jackson County, MO Sheriff&apos;s Dept., 3310 NE Rennau Drive, Lee&quot;s Sumit, MO 64064",MO0480000
"132,896","Lake Lotawana, MO Police Dept., Lake Lotawana, MO 64086",MO0480700
"132,896","Lee&apos;s Summit, MO Police Dept., 10 NE Tudor Road, Lee&apos;s Summit, MO 64063",MO0480800
"132,896","Lone Jack, MO Police Dept., 401 Bynum Road, Lone Jack, MO 64070",MO0481200
"132,896","Missouri State Highway Patrol, Troop A, 504 SE Blue Pkwy, Lee&apos;s Summit, MO 64063",MOMHPAAOO
"132,896","Oak Grove, MO Police Dept., 1300 S. Broadway, Oak Grove, MO 64075",MO0480900
"132,896","Raytown, MO Police Dept., 10000E. 59th St., Raytown, MO 64133",MO0481000
"132,896","Sugar Creek, MO Police Dept., 1001 Heroes Way, Sugar Creek, MO 64054",MO0481100
"132,893",Chesterfield Police Dept.,MO0959A00
"132,893",Clayton Police Dept,MO0951400
"132,893",Festus Police Dept.,MO0500300
"132,893",Hazelwood Police Dept.,MO0953800
"132,893",Jefferson County Sheriff's Office,MO0500000
"132,893",O'Fallon Police Dept.,MO0920100
"132,893",St. Charles County Sheriff's Office,MO0920000
"132,893",St. Louis County Police Dept.,MO0950000
"132,893",St. Peters Police Dept.,MO0920400
"132,893",Webster Groves Police Dept.,MO0958000
"132,882",Almont Police Department,MI4421400
"132,882",Lapeer City Police Department,MI4452000
"132,882",Michigan State Police,MI7900700
"132,882",Tuscola County Sheriff&apos;s Department,MI7917900
"132,842",Chippewa County Sheriff&apos;s Office,MN0120000
"132,842",Kandiyohi County Sheriff&apos;s Office,MN0340000
"132,842",Meeker County Sheriff&apos;s Office,MN0470000
"132,842",Swift County Sheriff&apos;s Office,MN0760000
"132,842",Yellow Medicine County Sheriff&apos;s Office,MN0870000
"132,778",CITY OF BEDFORD,OH0182018
"132,778",CITY OF BEDFORD HTS,OH0180400
"132,778",CITY OF GARFIELD HTS,OH0182000
"132,778",CITY OF MAPLE HTS,OH0182802
"132,778",CITY OF SOLON,OH0184900
"132,778",VILLAGE OF OAKWOOD,OH0183700
"132,778",VILLAGE OF WALTON HILLS,OH0185400
"132,768",Beaver Dam Police Department,WI0001401
"132,768",Dodge County Sheriff&apos;s Department,WI0001400
"132,768",Horicon Police Department,WI0001403
"132,768",Mayville Police Department,WI0001405
"132,768",Waupun Police Department,WI0001409
"132,747",Cowlitz County Sheriff&apos;s Office,WA0080000
"132,747",Kelso Police Department,WA0080100
"132,747",Longview Police Department,WA0341200
"132,747",Wahkiakum County Sheriff&apos;s Office,WA0350000
"132,747",Washington State Patrol,WAWSP5300
"132,714",Rockwall County Sheriff&apos;s Office,TX1990000
"132,714",Rockwall Police Department,TX1990100
"132,680",Aitkin County Sheriff&apos;s Office,MN0010000
"132,680",Kanabec County Sheriff&apos;s Office,MN0330000
"132,680",Mille Lacs County Sheriff&apos;s Office,MN0480000
"132,680",Mille Lacs Tribal Police Department,MNDI02400
"132,656",Daviess County Sheriff Department,IN0140000
"132,656",Evansville Police Department,IN0820100
"132,656",Gibson County Sheriff Department,IN0260000
"132,656",Indiana State Police,INISP0000
"132,656",Vanderburgh County Sheriff Department,IN0820000
"132,656",Vincennes Police Department,IN0420200
"132,655",City of Marinette,WI0380100
"132,655",Marinette County Sheriff&apos;s Department,WI3800000
"132,632",Oklahoma City Police Department,OK0550600
"132,632",Oklahoma County District Attorney,OK055025A
"132,632",Oklahoma County Sheriff&apos;s Department,OK0550000
"132,568",Greene County Sheriff's Department,TN0300000
"132,568",Greeneville Police Department,TN0300100
"132,568",Hawkins County Sheriff's Department,TN0370000
"132,568",Morristown Police Department,TN0320100
"132,552",Hutchinson Police Department,KS0780100
"132,552",Reno County Sheriff&apos;s Office,KS0780000
"132,511",ADAMS TWP POLICE DEPARTMENT,PA0115200
"132,511",ASHVILLE POLICE DEPARTMENT,PA0115500
"132,511",BLACKLICK POLICE DEPARTMENT,PA0111900
"132,511",CAMBRIA TWP POLICE DEPARTMENT,PA0112100
"132,511",CARROLLTOWN POLICE DEPARTMENT,PA0112100
"132,511",CONEMAUGH TWP POLICE DEPARTMENT,PA0560700
"132,511",CRESSON BORO POLICE DEPARTMENT,PA0110700
"132,511",CRESSON TWP POLICE DEPARTMENT,PA0112300
"132,511",CROYLE TWP POLICE DEPARTMENT,PA0115300
"132,511",DALE BORO POLICE DEPARTMENT,PA0110800
"132,511",EAST TAYLOR POLICE DEPARTMENT,PA0112600
"132,511",EBENSBURG BORO POLICE DEPARTMENT,PA0110300
"132,511",FERNDALE BORO POLICE DEPARTMENT,PA0112900
"132,511",GALLITZIN BORO POLICE DEPARTMENT,PA0115800
"132,511",GEISTOWN BORO POLICE DEPARTMENT,PA0111100
"132,511",HASTINGS BORO POLICE DEPARTMENT,PA0113100
"132,511",JACKSON TWP POLICE DEPARTMENT,PA0113200
"132,511",JOHNSTWON POLICE DEPARTMENT,PA0110400
"132,511",LORETTO BORO POLICE DEPARTMENT,PA0113500
"132,511",NANTY GLO POLICE DEPARTMENT,PA0111200
"132,511",NORTHERN CAMBRIA POLICE DEPARTMENT,PA0110100
"132,511",PATTON POLICE DEPARTMENT,PA0111300
"132,511",PENNSYLVANIA STATE POLICE,PAPSP2200
"132,511",PORTAGE POLICE DEPARTMENT,PA0111400
"132,511",RICHLAND TWP POLICE DEPARTMENT,PA0110500
"132,511",SANKERTOWN BORO POLICE DEPARTMENT,PA0113700
"132,511",SOUTH FORK BORO POLICE DEPARTMENT,PA0111500
"132,511",STONYCREEK TWP POLICE DEPARTMENT,PA0114000
"132,511",SUMMERHILL TWP POLICE DEPARTMENT,PA0114200
"132,511",UPPER YODER POLICE DEPARTMENT,PA0111800
"132,511",VINTONDALE POLICE DEPARTMENT,PA0115600
"132,511",WEST HILLS POLICE DEPARTMANT,PA0115900
"132,507",Nonappliable,AR0150200
"132,507",Nonappliable,AR0150200
"132,489",Crystal Police Department,MN0270400
"132,489",Golden Valley Police Department,MN0270800
"132,489",Hennepin County Sheriff&apos;s Office,MN0270000
"132,489",New Hope Police Department,MN0271400
"132,489",Plymouth Police Department,MN0271700
"132,489",Robbinsdale Police Department,MN0271900
"132,435",ADAMS COUNTY SHERIFF&apos;S DEPARTMENT,IL0010000
"132,435",BROWN COUNTY SHERIFF&apos;S DEPARTMENT,IL0050000
"132,435",FULTON COUNTY SHERIFF&apos;S DEPARTMENT,IL0290000
"132,435",MONMOUTH POLICE DEPARTMENT,IL0940300
"132,435",PIKE COUNTY SHERIFF&apos;S DEPARTMENT,IL0750000
"132,435",QUINCY POLICE DEPARTMENT,IL0010300
"132,435",SCHUYLER COUNTY SHERIFF&apos;S DEPARTMENT,IL0850000
"132,348","GREENBELT CITY POLICE DEPARTMENT550 CRECENT ROAD, GREENBELT, MD  20770",MD0171400
"132,348","METRPOLITAN AREA DRUG TASK FORCE6301 IVY LANE, STE 810, GREENBELT, MD  20770",MDMSP1100
"132,348","UNIVERSITY OF MARYLAND POLICE DEPARTMENTRT 1, SVC BUILDING #3, COLLEGE PARK, MD  20742",MD0172500
"132,335",Audrain County Sheriff&apos;s Office,MO0040000
"132,335",Bowling Green Police Department,MO0820100
"132,335",Mexico Public Safety Department,MO0040400
"132,335",Montgomery City Police Department,MO0700200
"132,335",Montgomery County Sheriff&apos;s Office,MO0700000
"132,335",Vandalia Police Department,MO0040500
"132,335",Warren County Sheriff&apos;s Office,MO1100000
"132,331",Algoma Police Department,WI0310100
"132,331",Door County Sheriff&apos;s Department,WI0150000
"132,331",Kewaunee City Police Department,WI0310200
"132,331",Kewaunee County Sheriff&apos;s Department,WI0310000
"132,331",Luxemburg Police Department,WI0310400
"132,331",Sturgeon Bay Police Department,WI0150100
"132,274",Arlington County,VA0070100
"132,274",City of Alexandria,VA0990010
"132,274",City of Fairfax,VA1075000
"132,274",City of Falls Church,VA1080000
"132,274",City of Manassas,VA0750100
"132,274",City of Manassas Park,VA0750200
"132,274",Fairfax County,VA0290100
"132,274",Loudoun County,VA0530000
"132,274",Prince William County,VA0750300
"132,274",Town of Herndon,VA0290200
"132,274",Town of Leesburg,VA0530100
"132,274",Town of Vienna,VA0290300
"132,274",Virginia State Police,VAVSP0700
"132,069",Agent R. Pittman,LAEQ00206
"132,069",Captain Aaron &quot;Jay&quot; Ellerman,LAEQ00206
"132,065",FORREST COUNTY SHERIFF'S DEPARTMENT,MS0180000
"132,065",HATTIESBURG POLICE DEPARTMENT,MS0180100
"132,065",PERRY COUNTY SHERIFF'S DEPARTMENT,MS0560000
"132,065",PETAL POLICE DEPARTMENT,MS0180200
"132,029",19th Judicial Circuit District Attorney's Office,AL029015A
"132,029",City of Wetumpka/Wetumpka Police Dept.,AL0290100
"132,029",Elmore County Commission/Elmore County Sheriff's Dept.,AL0290000
"132,029",Poarch Creek Indians/Tribal Police Dept.,ALDI00300
"132,023",Taylor County,TX2210000
"132,023",Taylor County,TX2211200
"132,004",City of Florence Police Department,AL0410100
"132,004",Lauderdale County District Attorney's Office,AL041015A
"132,004",Lauderdale County Sheriff's Department,AL0410000
"132,004",University of North Alabama Police Department,AL0410800
"131,981",CLEVELAND HEIGHT POLICE,OH0181500
"131,981",CLEVELAND POLICE,OHCLP0000
"131,981",CMHA POLICE,OH0186800
"131,981",CUYAHOGA COUNTY SHERIFFS,OH0180000
"131,981",CUYHAHOGA COUNTY PROSECUTOR'S OFFICE,
"131,981",DEA,
"131,981",EUCLID POLICE,OH0181800
"131,981",FBI,
"131,981",IRS,
"131,981",LAKE COUNTY NARCOTICS AGENCY,OH0463250
"131,981",RTA POLICE,OH0186500
"131,981",SHAKER HEIGHT POLICE,OH0184800
"131,981",UNITED STATES ATTORNEY'S OFFICE,
"131,981",WILLOUGHBY HILLS POLICE,OH0431300
"131,951",Mineral County Sheriffs Office,WV0290000
"131,951",West Virginia State Police,WVWSP0000
"131,939",Auburn Police Department,NY0050100
"131,939",Cayuga County Sheriff's Department,NY0050000
"131,910",City of Creola Police Department,AL0021200
"131,910",City of Mobile Police Department,AL0020100
"131,910",City of Mount Vernon Police Department,AL0020800
"131,904","Jessica Iglesias, Customs &amp; Quarantine Agency, Guahan",GM0010200
"131,904","Kevin Tajalle, Customs &amp; Quarantine Agency, Guahan",GM0010200
"131,904","Peter Ungacta, Customs &amp; Quarantine Agency, Guahan",GM0010200
"131,896",City of Brookhaven,MS0430100
"131,896",City of McComb,MS0570200
"131,896",Lincoln County,MS0430000
"131,896",Pike County,MS0570000
"131,896",Walthall County,MS0740000
"131,867",20th Judicial District Prosecuting Attorney,AR023015A
"131,867",Searcy County Sheriff's Office,AR0650000
"131,832",Bloomfield Township Police Department,MI6326200
"131,832",City of Farmington Hills Police Department,MI6338900
"131,832",City of Ferndale Police Department,MI6339400
"131,832",City of Hazel Park Police Department,MI6346500
"131,832",City of Madison Heights Police Department,MI6354700
"131,832",City of Pontiac Police Department,MI6367300
"131,832",City of Royal Oak Police Department,MI6371400
"131,832",City of Southfield Police Department,MI6375100
"131,832",City of Troy Police Department,MI6378400
"131,832",Lathrup Village Police Department,MI6352100
"131,832",Macomb County Sheriff's Office,MI5015000
"131,832",Oakland County Prosecutor's Office,MI6316300
"131,832",Oakland County Sheriff's Office,MI6325500
"131,832",Waterford Township Police Department,MI6380800
"131,832",West Bloomfield Township Police Department,MI6381500
"131,832",White Lake Township Police Department,MI6382100
"131,821",ALLEN PARK POLICE DEPARTMENT,MI8221200
"131,821",BROWNSTOWN POLICE DEPARTMENT,MI8294700
"131,821",DEARBORN POLICE DEPARTMENT,MI8234300
"131,821",DRUG ENFORCEMENT AGENCY,MIDEA01CO
"131,821",FEDERAL BUREAU OF INVESTIGATION,MIFBIDE00
"131,821",HURON TOWNSHIP POLICE DEPARTMENT,MI8286200
"131,821",MICHIGAN STATE POLICE,MI6397505
"131,821",ROMULUS POLICE DEPARTMENT,MI8270900
"131,821",SECRET SERVICE,MISS205SO
"131,821",SOUTHGATE POLICE DEPARTMENT,MI8275200
"131,821",TAYLOR POLICE DEPARTMENT,MI8277500
"131,821",WOODHAVEN POLICE DEPARTMENT,MI8283100
"131,821",WYANDOTTE POLICE DEPARTMENT,MI8283300
"131,821",Wayne County Sheriff's Department,MI8218200
"131,801",Agriplex Drug Task Force,
"131,801",Agriplex Drug Task Force,
"131,790",El Paso County Metro Criminal Enterprise Unit,TX07100P0
"131,790",El Paso County Sheriff's Office,TX0710000
"131,738",City of Greeley Police Department,CO0620200
"131,738",Evans Police Department,CO0620400
"131,738",Weld County District Attorney's Office,CO062015A
"131,738",Weld County Sheriff's Office,CO0620000
"131,695",Altamonte Springs Police Department,FL0590100
"131,695",Cassellberry Police Department,FL0590200
"131,695",Lake Mary Police Department,FL0590700
"131,695",Longwood Police Department,FL0590306
"131,695",Oviedo Police Department,FL0590400
"131,695",Sanford Police Department,FL0590500
"131,695",Winter Springs Police Department,FL0590600
"131,683",Acworth Police Department,GA0330500
"131,683",Cobb County District Attorney's Office,GA033015A
"131,683",Cobb County Police Department,GA0330200
"131,683",Cobb County Sheriff's Office,GA0330000
"131,683",Cobb County Solicitor,GA033033A
"131,683",Kennesaw Police Department,GA0330600
"131,683",Marietta Police Department,GA0330300
"131,683",Powder Springs Police Department,GA0330800
"131,683",Smyrna Police Department,GA0330402
"131,682",Bell County Sheriff's Department,TX0140000
"131,682",Belton Police Department,TX0140200
"131,682",Harker Heights Police Department,TX0140300
"131,682",Killeen Police Department,TX0140400
"131,682",Temple Police Department,TX0140700
"131,670",Boulder County DA's Office,CO007015A
"131,670",Boulder County Sheriff,CO0070000
"131,670",City of Boulder Police Department,CO0070100
"131,670",City of Lafayette Police Department,CO0070300
"131,670",City of Louisville Police Department,CO0070600
"131,670",Town of Erie Police Department,CO0620700
"131,670","University of Colorado Police Department",CO0070500
"131,661",Butler County Sheriff Office,AL0100003
"131,661",Crenshaw County Sheriff Office,AL0240000
"131,661",Greenville Police Department,AL0100100
"131,654",City Of Moulton,AL0420100
"131,654",Lawrence County District Attorney Office,AL042015A
"131,654",Lawrence County Sheriff Department,AL0420000
"131,654",Town Of Hillsboro,AL0420400
"131,654",Town Of Town Creek,AL0420200
"131,654",Town of Courtland,AL0420300
"131,654",Town of North Courtland,AL0420500
"131,640","Broward Sheriff's Office, 2601 West Broward Blvd. Ft. Lauderdale, FL. 33312",FL0060000
"131,640","City of Coconut Creek Police Dept. 4800 West Copans Road, Coconut Creek FL. 33063",FL0061100
"131,640","City of Coral Springs Police Dept. 2801 Coral Springs Drive, Coral Springs, FL. 33065",FL0062800
"131,640","City of Delray Beach Police Dept. 300 West Atlantic Blvd. Delray Beach, FL 33444",FL0500400
"131,640","City of Fort Lauderdale Police Dept. 1300 West Broward Blvd. Ft. Lauderdale, FL 33312",FL0060300
"131,640","City of Hallandale Beach Police Dept. 400 South Federal Highway, Hallandale, FL. 33009",FL0060400
"131,640","City of Hollywood Police Dept. 3250 Hollywood Blvd. Hollywood, FL. 33021",FL0060500
"131,640","City of Lauderhill Police Dept. 6279 West Oakland Park Blvd. Lauderhill, FL. 33313",FL0061800
"131,640","City of Lighthouse Point Police Dept. 3701 NE 22 Avenue, Lighthouse Point, FL. 33064",FL0062000
"131,640",City of Margate Police Dept. 5790 Margate Blvd. FL. 33063,FL0062100
"131,640","City of Pembroke Pines Police Dept. 9500 Pines Blvd. Pembroke Pines, FL. 33024",FL0060800
"131,640","City of Plantation Police Dept. 451 NW 70 Terrace, Plantation FL. 33317",FL0060600
"131,640","City of Sunrise Police Dept. 777 Sawgrass Corporate Parkway, Sunrise, FL. 33025",FL0062700
